Hier werden Programmmeldungen angezeigt. Klappen Sie den Bereich ggf. auf.;Ici sont affichés les messages du programme. Déplacez la zone si nécessaire.
WA-Jahr;Année de sortie des marchandises
Mengen in der Materialanforderungspos. dürfen nur pos. sein;Les quantités dans le poste de demande d'articles doivent être impérativement positives.
Zuschlag oder Abschlag in Prozent;Augmentation ou diminution en pourcentage
Anwendungseinstellungen;Paramètres de l'application
abgelehnt;refusé
Zurück zur Materialselektion;Retour à la sélection d'articles
Kontr.Pos.;Article du contrat
Materialnr;N° d'article
Lst.nummer;Numéro pr.
Leist. ort;Lieu pr.
Gültig von;Valable du
Neue Leistung;Nouvelle fourniture
Materialanforderung auf Dienstleisterlagerort bearbeiten;Traiter une demande d'article au dépôt du fournisseur de services
Menge mit 3 NK-Stellen;Quantité avec 3 décimales
Akt. TAs / max. TAs Lst.aufmaß;TA act. / TA maxi prest.service
Bestandsübersicht drucken;Imprimer un aperçu de stock
Einkaufsbelegart;Type de document d'achat
Belegkopftext;Texte d'en-tête de document
Anzahl;Nombre
Sie haben Änderungen an der Materialanforderung vorgenommen. Wollen Sie diese verwerfen?;Vous avez introduit des modifications à la demande d'article. Souhaitez-vous les annuler ?
Eindeutige Nummer des Dienstleisters;Numéro unique du fournisseur de services
Lst.-Aufmaß;Fournis. serv.
Abw. Lieferanschr.;Valeur Adresse de livraison
Aufmaß Detail;Détail de fourniture
Verfallsdatum;Date d'échéance
Selektionssuche;Recherche de sélection
Aufgaben ({0});Tâches ({0})
Ende;Fin
Datum 2;Date 2
Materialanforderung auf Dienstleisterlagerort;Demande d'article au dépôt du fournisseur de services
Interner Fehler: Die Methode {0} ist nicht vorhanden. Bitte verständigen Sie den Systemadministrator;Erreur interne : La méthode {0} n'est pas disponible. Veuillez consulter l'administrateur système
ges. Bestellwert;Valeur cde gar.
Definiert den externen Sachbearbeiter des Leistungsaufmasses;Définit le technicien externe de la fourniture de services
Wunschtermin;Date souhaitée
Bitte geben Sie einen Kurztext ein;Veuillez saisir un texte abrégé
BestellWert;Valeur de commande
Aufmaßerfassung;Saisie de fourniture 
zum Dokument;vers le document
Guten Tag,;Bonjour,
Pos. Kurztext;Texte abrégé d'article
Sie haben Änderungen am Summen-LV vorgenommen. Wollen sie diese wirklich verwerfen?;Vous avez introduit des modifications à la somme des spécifications de service. Souhaitez-vous vraiment les annuler ?
Es existieren noch gesicherte Aufmaße innerhalb der ausgewählten Bestellpositionen. Wollen Sie wirklich für alle Bestellpositionen das Endaufmaßkennzeichen setzen?;Il existe encore des fournitures garanties au sein des positions de commande sélectionnées. Souhaitez-vous vraiment cocher la fourniture finale pour tous les postes de commande ?
Aufmasserfassung;Saisie de fourniture
Kommunikation Bestellwesen;Communication de commande
Zentrallagerort;Dépôt central
Anwendungskomponente ist nicht freigegeben;Le composant d'utilisation n'est pas validé
mittel;moyen
Materialanforderungsdetails;Détails de demande d'articles
Bestellungen ohne Kontraktbezug;Commandes sans clauses contractuelles
Bitte wählen Sie einen Bereitstellungs-DL-LO aus;Veuillez sélectionner un dépôt de fournisseur de services pour la mise à disposition
ext. Bearbeiter;Intervenant  ext.
Gesichert;Garanti
WA-Menge;Quantité de marchandises livrées
LA-Status;Statut de fourniture de services
Haupt-Menu;Menu principal
Summen LV;Totaux de spécifications de services
Gesamtwert;Valeur globale
Bitte wählen Sie einen Lagerort aus;Veuillez sélectionner un dépôt
Materialrückbuchung Drucken;Imprimer une reprise d'article
Best.datum;Date cde
Z-LO Bez.;Des. dépôt central 
Bestandsübersicht suchen;Rechercher un aperçu de stock
Der Status exisitiert in der Materialanforderung nicht;Ce statut n'existe pas dans la demande d'article
Freigegeben;Validé
Lst. Aufm.;Pr. serv.
Materialaufmaß Nr.;N° fourniture art. 
rückl. Menge;Qté  repr. 
Verbunden mit einer Suche nach Leistungsaufmaßnummern werden die Leistungserfassungen im Einzelnen angelistet;Les fournitures de services sont affichées individuellement en cas de recherche par numéro de fourniture de service
Bestellung drucken;Imprimer une commande
Ausschreibung suchen;Rechercher une soumission
Rücklief.;Retour
Nr. einer Bestellung;N° d'une commande
Sie sind im Unternehmen {0} vermutlich mehreren Dienstleistern zugeordnet. Bitte kontaktieren Sie den Support.;Dans l'entreprise {0}, vous êtes probablement associés à plusieurs fournisseurs de services. Veuillez contacter l'assistance.
Kurztext für Leisutngsaufmasse;Texte abrégé pour la fourniture de service 
Materialrückbuchung;Reprise d'article
Kons.lieferant;Fournisseur cons.
Leistungsaufmaß aus dem Extranet Dienstleister;Fourniture de services en provenance de l'extranet du fournisseur
Bedarfsmenge;Quantité nécessaire
Chargenbezeichnung;Description des charges
Preisbez. Datum;Des. prix date
Lieferantennr.;N° de fournisseur
Dienstleistungspositionen zur Position {0};Postes de fourniture de services vers le poste {0}
Kz. Enderfg.;Entrée finale abrégée
Best.-Nr.;N° cde
Auftragsbestätigungen;Confirmations de commandes
Name (Kurztext) des Dienstleisters;Nom (texte abrégé) du fournisseur de services
Eigene Dokumente;Document personnel
Name (Kurzbezeichnung) des Unternehmens;Nom (description abrégée) de l'entreprise
Einkäufergruppe;Groupe d'acheteurs
Abrech.;Compta.
Löschen;Supprimer
Materialanforderung;Demande d'article
Prüfen;Vérifier
Charge verw.;Elim. charge
Ort;Lieu
Einkaufsorg;Org achat
Dienstleister;Fournisseur de services
Materialanforderungen auf DL-LO anzeigen;Afficher les demandes d'articles au dépôt du fournisseur de services
Wert eines Leistungsaufmaßes;Valeur d'une fourniture de services 
Löschkennzeichen;Case Supprimer
TestView;TestView
Bitte wählen Sie das gewünschte ReVU;Veuillez sélectionner l'EAR souhaitée
Kontrakt;Contrat
Bestellung anzeigen;Afficher une commande
rückb. Menge;Qté repr.
Alle Einträge für den Druck aktivieren;Activer toutes les entrées en vue de leur impression
Abgenommen;Diminué
Langtext;Texte complet
Dienstleisternr.;N° de fournisseur de services
Bestandsübersicht anzeigen;Afficher un aperçu de stock
Bitte klicken Sie auf die Verknüpfung (Link), um die Datei auf Ihren PC zu laden.;Veuillez cliquer sur ce lien pour télécharger le fichier sur votre PC.
Fenster schließen;Fermer la fenêtre
von;de
Erfassungsdatum;Date de saisie
Leistungsaufmaße zur Bestellung;Fourniture de services vers commande 
Leistungsselektion;Sélection de fourniture
Annahme;Adoption
unbestimmt;indéfini
Lagerortbeschreibung;Description de dépôt
Ihre Nummer;Votre numéro
Mat.-Aufmaß;Fourniture art.
Anzeige aktualisieren;Actualiser l'affichage
Zeitraum von;Période du
Sachb. Ext.;Techn. ext.
Unternehmen:;Entreprise :
Bestellungen;Commandes
0800 - 10 333 01;0800 - 10 333 01
Z-LO;Emplacement du dépôt central
Alle entmarkieren;Signaler tout
Name;Nom
Pos;Pos
Kurztext (Name) einer Company;Texte abrégé (nom) d'une société
Anzeige der Materialanforderungen und der daraus erstellten Reservierungen;Affichage des demandes d'articles et des réservations correspondantes
akt. Anz. / max. Anz. Anforderungen;qté act. / qté maxi demandées
entn. Menge;Qté  réc.
Kontaktadresse;Adresse de contact
Dokument;Document
Erfasser;Agent de saisie
Bitte geben Sie eine Leistungsnummer ein;Veuillez saisir un numéro de service
Bitte allen chargenpflichtigen Materialien mindestens eine Charge zuordnen.;Veuillez attribuer au moins une charge à tous les articles soumis à charges.
Sie haben Änderungen vorgenommen. Wollen Sie diese verwerfen?;Vous avez introduit des modifications. Souhaitez-vous les annuler ?
